Institute,Gender,Year,Academic_Program_Name,Closing_Rank,Opening_Rank,Seat,Disability
16,1,2020,38,1298,817,3,0
16,0,2020,2,10,10,4,1
16,1,2020,94,643,643,2,0
16,1,2020,33,0,0,2,0
16,0,2020,5,171,126,4,0
16,0,2020,5,474,305,1,0
17,0,2020,128,881,834,4,0
17,1,2020,10,0,0,2,0
17,1,2020,0,0,0,2,0
18,0,2020,2,1846,1270,1,0
18,1,2020,10,6920,6125,1,0
18,0,2020,5,2520,2345,1,0
18,0,2020,0,4264,3604,1,0
21,0,2020,1,2100,1856,4,0
20,0,2020,9,0,0,2,0
20,0,2020,1,4823,4535,1,0
20,1,2020,2,2066,2066,4,0
20,0,2020,10,947,930,2,0
20,0,2020,0,0,954,2,0
15,1,2020,109,9174,9174,1,0
15,1,2020,96,17290,17189,0,0
15,0,2020,0,905,591,4,0
15,1,2020,0,6270,5413,1,0
15,1,2020,48,0,0,3,0
15,0,2020,110,2349,2196,4,0
16,0,2020,9,774,673,2,0
16,1,2020,104,2827,2752,3,0
16,1,2020,38,973,904,4,0
16,0,2020,38,274,238,2,0
16,1,2020,2,269,233,2,0
16,0,2020,94,311,290,2,0
16,0,2020,33,1198,1070,4,0
16,1,2020,5,1229,730,3,0
16,0,2020,5,19,19,1,1
16,0,2020,0,697,571,4,0
18,1,2020,2,8757,6570,0,0
18,0,2020,2,0,0,0,1
18,1,2020,10,2264,2264,3,0
18,1,2020,0,0,0,2,0
19,1,2020,1,8325,6405,1,0
19,1,2020,2,4939,3775,1,0
19,0,2020,2,1221,942,3,0
19,1,2020,10,2694,2667,3,0
19,1,2020,0,17649,16043,0,0
19,0,2020,0,2627,2202,3,0
21,1,2020,2,1183,1183,4,0
21,0,2020,2,535,499,2,0
21,1,2020,10,1930,1930,4,0
21,0,2020,0,8971,7686,0,0
21,0,2020,0,1497,1185,4,0
20,1,2020,9,19385,16804,0,0
20,1,2020,1,20354,19888,0,0
20,0,2020,10,3977,2794,1,0
20,0,2020,0,1746,1642,4,0
15,0,2020,28,415,338,3,0
15,1,2020,10,1766,1204,3,0
15,1,2020,10,841,756,2,0
15,0,2020,95,4237,3296,0,0
15,0,2020,99,0,0,0,1
15,0,2020,112,0,0,0,1
15,1,2020,112,3278,3278,4,0
15,0,2020,112,2332,1274,3,0
15,1,2020,112,6327,6327,1,0
15,0,2020,109,13428,10085,0,0
15,0,2020,18,293,200,4,0
15,1,2020,0,2398,2102,4,0
15,1,2020,0,0,0,2,0
15,0,2020,91,2311,1670,3,0
15,0,2020,97,2834,2471,3,0
15,1,2020,47,20322,17881,0,0
15,1,2020,48,9078,9069,1,0
15,0,2020,111,14698,10668,0,0
15,0,2020,111,2934,2709,3,0
15,0,2020,111,0,0,2,0
15,0,2020,110,2750,2701,3,0
16,0,2020,1,440,357,2,0
16,1,2020,33,7002,6063,1,0
16,1,2020,5,484,484,2,0
16,0,2020,0,518,187,2,0
17,0,2020,128,5738,3953,0,0
17,0,2020,0,0,881,2,0
17,0,2020,0,2533,2203,3,0
18,0,2020,0,2450,1794,3,0
19,0,2020,1,2040,1922,4,0
19,0,2020,2,662,468,2,0
19,0,2020,10,2158,1859,3,0
19,1,2020,10,0,0,2,0
19,0,2020,0,10249,8301,0,0
21,0,2020,1,13585,6156,0,0
21,1,2020,1,8117,7933,1,0
21,0,2020,1,2393,2218,3,0
21,1,2020,2,3197,2620,1,0
20,1,2020,2,5115,4758,1,0
20,1,2020,10,7271,6337,1,0
20,0,2020,52,2327,2299,4,0
15,0,2020,10,488,406,4,0
15,1,2020,95,4128,3907,1,0
15,1,2020,95,2147,2147,3,0
15,1,2020,99,992,883,4,0
15,1,2020,96,7494,7494,1,0
15,1,2020,18,2586,2072,1,0
15,1,2020,97,16769,16598,0,0
15,1,2020,111,0,0,2,0
16,1,2020,104,7371,6939,1,0
16,1,2020,1,0,0,0,1
16,1,2020,1,736,651,2,0
16,0,2020,2,588,425,0,0
16,0,2020,38,1701,1219,0,0
16,0,2020,5,16,16,0,1
16,0,2020,5,265,88,2,0
16,1,2020,0,10518,8819,0,0
17,1,2020,2,0,0,2,0
17,0,2020,2,167,167,0,1
17,0,2020,10,1354,1300,4,0
18,0,2020,10,3713,3014,1,0
18,0,2020,10,903,851,2,0
18,0,2020,0,10293,8594,0,0
19,0,2020,1,4723,4223,1,0
19,0,2020,1,2466,2118,3,0
19,0,2020,2,828,592,4,0
19,0,2020,2,0,0,1,1
19,1,2020,10,5861,5714,1,0
19,1,2020,0,2912,2912,4,0
20,0,2020,1,820,779,2,0
20,1,2020,52,4377,4377,4,0
20,1,2020,52,0,0,2,0
15,0,2020,112,1446,1272,4,0
15,0,2020,0,2333,1502,1,0
15,1,2020,67,13435,12983,0,0
15,1,2020,91,0,0,2,0
15,0,2020,97,4737,4119,1,0
15,0,2020,97,0,0,2,0
15,1,2020,48,21263,21010,0,0
15,0,2020,48,5099,4742,1,0
15,0,2020,110,14723,11013,0,0
16,1,2020,104,13620,11623,0,0
16,0,2020,2,12,12,1,1
16,1,2020,94,5028,3973,0,0
16,0,2020,33,1994,1483,3,0
16,1,2020,0,953,866,2,0
17,0,2020,10,9330,5134,0,0
18,1,2020,2,3777,3584,1,0
18,0,2020,5,5695,4437,0,0
19,0,2020,2,4854,3916,0,0
19,1,2020,10,2568,2568,4,0
21,1,2020,1,0,0,2,0
21,1,2020,2,1234,856,3,0
21,1,2020,10,2442,2321,3,0
21,1,2020,0,15900,13647,0,0
20,0,2020,9,5213,4704,1,0
15,1,2020,99,795,672,2,0
15,0,2020,112,0,0,2,0
15,1,2020,112,3083,3083,3,0
15,0,2020,96,0,0,2,0
15,1,2020,18,1381,1381,3,0
15,1,2020,97,3727,3727,4,0
15,1,2020,97,3394,3394,3,0
15,1,2020,97,8516,8516,1,0
15,1,2020,47,3611,3208,4,0
16,0,2020,127,4328,3740,1,0
16,1,2020,127,0,0,2,0
16,0,2020,104,908,814,2,0
16,0,2020,1,152,152,0,1
16,1,2020,2,1515,1275,0,0
16,0,2020,2,27,26,0,1
16,1,2020,0,2069,1537,4,0
16,0,2020,0,0,0,0,1
16,0,2020,0,4143,2680,0,0
17,1,2020,128,11500,11305,0,0
17,0,2020,10,2094,1657,3,0
18,1,2020,2,1301,1301,4,0
18,1,2020,5,6032,5759,1,0
19,1,2020,2,10002,4755,0,0
19,1,2020,0,0,0,2,0
21,0,2020,1,4726,4362,1,0
21,0,2020,2,503,433,4,0
21,0,2020,2,1663,1112,1,0
20,0,2020,2,1397,943,3,0
20,1,2020,10,2878,2878,4,0
20,1,2020,52,21078,20683,0,0
20,0,2020,52,0,0,2,0
20,1,2020,0,3739,3739,4,0
22,1,2020,0,7538,7031,1,0
22,0,2020,2,753,707,2,0
22,1,2020,0,17979,15973,0,0
22,0,2020,2,2035,1331,1,0
22,0,2020,2,1308,748,3,0
22,0,2020,10,3816,2718,1,0
22,0,2020,10,9130,6713,0,0
22,0,2020,0,11226,7620,0,0
22,1,2020,10,2523,2469,3,0
22,0,2020,10,2181,1903,3,0
22,1,2020,0,3339,3274,3,0
22,1,2020,2,0,0,2,0
22,1,2020,2,4867,4497,1,0
22,0,2020,0,2614,1998,3,0
22,1,2020,2,2069,1926,3,0
22,1,2020,10,0,0,2,0
22,1,2020,10,3109,3109,4,0
22,1,2020,10,6587,6171,1,0
22,1,2020,0,3568,3568,4,0
22,0,2020,0,0,899,2,0
22,1,2020,0,0,0,2,0
22,0,2020,2,845,581,4,0
22,0,2020,0,1840,1599,4,0
22,1,2020,2,1222,1222,4,0
22,0,2020,10,1397,1335,4,0
22,1,2020,10,13872,11655,0,0
22,0,2020,10,962,855,2,0
22,0,2020,0,4472,2381,1,0
0,1,2021,1,3536,3536,4,0
0,1,2021,16,6812,6812,1,0
0,0,2021,15,13161,12487,0,0
0,0,2021,108,13447,12813,0,0
0,0,2021,105,833,833,2,0
0,1,2021,10,999,999,2,0
0,1,2021,0,2821,2821,3,0
0,0,2021,25,9791,8790,0,0
0,0,2021,17,933,933,2,0
0,0,2021,16,1691,1691,4,0
0,0,2021,108,1984,1984,4,0
0,1,2021,2,1329,850,3,0
0,0,2021,105,6606,5104,0,0
0,0,2021,10,889,729,4,0
0,1,2021,0,16420,11522,0,0
0,1,2021,17,0,0,3,0
0,0,2021,106,2346,2096,3,0
0,0,2021,19,1886,1886,4,0
1,1,2021,12,1501,931,4,0
0,1,2021,1,909,909,2,0
0,0,2021,15,2510,2405,3,0
0,0,2021,105,1002,1002,4,0
0,0,2021,105,1664,1664,3,0
0,0,2021,38,518,341,2,0
0,1,2021,17,8172,8172,1,0
0,1,2021,1,3110,3093,3,0
0,0,2021,1,698,656,2,0
0,0,2021,19,2560,2377,3,0
1,0,2021,12,476,342,4,0
0,0,2021,15,4667,3685,1,0
0,1,2021,15,0,0,3,0
0,0,2021,28,265,265,3,0
0,0,2021,16,4487,4402,1,0
0,0,2021,2,292,257,4,0
0,0,2021,28,1062,961,1,0
0,0,2021,106,1816,1667,4,0
0,0,2021,106,4156,3468,1,0
0,0,2021,19,4916,4110,1,0
0,0,2021,19,0,0,2,0
1,0,2021,12,589,402,3,0
0,1,2021,16,0,0,3,0
0,1,2021,2,462,462,2,0
0,0,2021,28,2918,2584,0,0
0,1,2021,28,5150,5150,0,0
0,1,2021,10,12085,9244,0,0
0,0,2021,38,1548,1085,1,0
0,0,2021,0,8741,7084,0,0
0,0,2021,0,875,841,2,0
1,0,2021,12,1149,389,1,0
0,1,2021,15,0,0,2,0
0,0,2021,2,97,97,0,1
0,1,2021,17,20283,20283,0,0
0,0,2021,69,2053,2053,4,0
0,1,2021,69,3646,3646,4,0
0,0,2021,1,1760,1603,4,0
0,0,2021,16,12483,10473,0,0
0,0,2021,2,291,193,2,0
0,1,2021,10,1648,1648,4,0
0,1,2021,38,1101,1101,4,0
0,1,2021,38,1640,1499,3,0
0,1,2021,106,0,0,3,0
0,1,2021,19,0,0,2,0
0,1,2021,69,24380,24380,0,0
0,0,2021,1,2319,1829,3,0
0,0,2021,108,4830,4783,1,0
0,0,2021,2,52,52,1,1
0,1,2021,10,5064,4548,1,0
0,1,2021,38,8253,7307,0,0
0,1,2021,0,3464,2293,4,0
0,0,2021,17,4047,3664,1,0
0,1,2021,19,21401,15005,0,0
0,1,2021,19,8967,8967,1,0
0,0,2021,69,0,0,2,0
0,1,2021,1,7788,6138,1,0
0,0,2021,16,2386,2386,3,0
0,0,2021,108,2275,2275,3,0
0,1,2021,2,685,685,4,0
0,0,2021,2,439,240,3,0
0,0,2021,28,378,378,2,0
0,0,2021,38,4174,3006,0,0
0,0,2021,38,0,0,0,1
0,1,2021,0,0,0,2,0
0,0,2021,25,3602,3583,1,0
0,0,2021,17,10849,9807,0,0
0,0,2021,17,1865,1754,4,0
0,1,2021,19,3840,3840,4,0
0,1,2021,105,12517,12517,0,0
0,0,2021,38,499,471,4,0
0,0,2021,106,10718,10311,0,0
0,0,2021,69,13875,13082,0,0
1,1,2021,12,2505,1618,1,0
0,1,2021,15,22192,22192,0,0
0,0,2021,10,5877,4556,0,0
0,1,2021,38,3173,3079,1,0
0,1,2021,25,7717,7717,1,0
0,0,2021,25,2177,2175,3,0
0,0,2021,69,5260,4979,1,0
1,0,2021,12,7,7,0,1
1,0,2021,12,0,0,1,1
0,1,2021,1,21029,16998,0,0
0,0,2021,1,12396,8471,0,0
0,0,2021,1,4260,3044,1,0
0,1,2021,16,19197,19197,0,0
0,0,2021,15,2051,2051,4,0
0,1,2021,108,20896,20896,0,0
0,1,2021,108,0,0,3,0
0,1,2021,2,5008,3221,0,0
0,0,2021,10,1578,1061,3,0
0,1,2021,10,1833,1348,3,0
0,1,2021,0,7337,5627,1,0
0,0,2021,0,1799,1429,3,0
0,0,2021,25,1562,1562,4,0
0,1,2021,25,15815,15815,0,0
0,0,2021,19,12509,11393,0,0
1,0,2021,12,2118,123,0,0
0,0,2021,16,796,796,2,0
0,0,2021,2,2304,1621,0,0
0,1,2021,2,2120,1244,1,0
0,1,2021,28,2251,2251,1,0
0,0,2021,28,0,0,1,1
0,1,2021,105,2116,2116,4,0
0,0,2021,10,0,0,0,1
0,0,2021,10,655,539,2,0
0,1,2021,25,0,0,2,0
0,0,2021,17,2348,2348,3,0
0,0,2021,69,2712,2712,3,0
0,0,2021,108,918,918,2,0
0,0,2021,2,740,443,1,0
0,0,2021,28,415,415,4,0
0,0,2021,38,1055,762,3,0
0,1,2021,38,680,680,2,0
0,0,2021,0,1315,1081,4,0
0,0,2021,0,3237,2593,1,0
0,1,2021,106,19591,19591,0,0
0,1,2021,106,8149,8149,1,0
0,0,2021,105,2640,2036,1,0
0,0,2021,10,2200,1721,1,0
0,0,2021,25,915,915,2,0
1,0,2021,12,504,305,2,0
1,0,2021,9,2213,1266,0,0
1,1,2021,113,6027,5154,0,0
1,0,2021,20,1147,1100,4,0
1,1,2021,9,3546,2730,1,0
1,0,2021,113,451,424,4,0
1,0,2021,113,1944,198,0,0
1,0,2021,9,0,0,4,1
1,0,2021,51,429,271,4,0
1,0,2021,51,493,404,2,0
1,0,2021,10,52,52,0,1
1,0,2021,10,274,105,1,0
1,1,2021,3,5838,5505,0,0
1,0,2021,3,1288,956,3,0
1,1,2021,114,2714,2714,4,0
2,0,2021,2,0,0,1,1
2,0,2021,115,1703,1300,1,0
2,0,2021,10,6660,5106,0,0
3,0,2021,9,0,0,0,1
3,0,2021,2,3,3,0,1
3,0,2021,28,180,109,0,0
3,0,2021,129,3015,1968,0,0
3,1,2021,122,2162,2162,4,0
3,0,2021,5,87,53,4,0
3,0,2021,0,422,197,3,0
3,0,2021,34,1836,1405,3,0
3,1,2021,34,0,0,2,0
5,1,2021,2,460,460,4,0
5,0,2021,0,7240,5296,0,0
1,0,2021,2,50,5,1,0
1,0,2021,51,2032,749,0,0
1,0,2021,51,36,36,1,1
1,0,2021,65,532,290,1,0
1,1,2021,65,215,215,2,0
1,0,2021,0,755,329,1,0
1,0,2021,116,4204,3963,0,0
2,0,2021,117,5516,4397,1,0
2,0,2021,1,4346,3183,1,0
2,1,2021,115,9619,8481,0,0
2,0,2021,0,1405,1284,4,0
3,0,2021,8,2652,2119,1,0
3,1,2021,27,7985,6189,0,0
3,1,2021,27,2655,2631,3,0
3,0,2021,1,137,137,0,1
3,0,2021,1,1620,836,1,0
3,1,2021,2,105,96,4,0
3,1,2021,10,48,48,0,1
3,0,2021,10,366,136,1,0
3,1,2021,10,712,112,3,0
3,0,2021,5,11,11,0,1
5,0,2021,0,1000,986,4,0
1,0,2021,20,2209,1255,3,0
1,0,2021,65,795,495,0,0
1,0,2021,33,128,128,0,1
1,0,2021,33,935,293,3,0
1,1,2021,114,6852,6598,1,0
1,0,2021,32,1471,1273,0,0
1,1,2021,32,1518,1518,3,0
1,0,2021,4,792,569,4,0
1,0,2021,4,1253,826,3,0
2,1,2021,117,4368,4368,4,0
2,1,2021,1,3890,3890,4,0
2,0,2021,2,1228,587,1,0
2,1,2021,10,2295,2295,4,0
2,1,2021,33,17250,16216,0,0
2,0,2021,33,4745,4262,1,0
2,0,2021,0,9114,5036,0,0
2,0,2021,0,3782,3314,1,0
3,0,2021,8,1495,862,3,0
3,1,2021,27,0,0,2,0
3,0,2021,1,0,0,1,1
3,1,2021,1,1638,1564,3,0
3,1,2021,2,432,98,0,0
3,0,2021,28,159,94,1,0
3,1,2021,10,1586,996,0,0
3,0,2021,10,148,119,4,0
3,1,2021,29,2085,1949,1,0
3,0,2021,121,0,0,1,1
3,1,2021,121,630,630,2,0
3,0,2021,33,586,420,4,0
3,1,2021,122,0,0,2,0
3,0,2021,5,126,60,3,0
3,1,2021,18,643,643,3,0
3,0,2021,18,119,117,2,0
3,0,2021,0,1743,866,0,0
5,1,2021,2,786,678,3,0
5,1,2021,10,634,634,2,0
5,0,2021,0,786,651,2,0
4,0,2021,12,4493,3321,0,0
5,1,2021,4,0,0,2,0
1,1,2021,20,0,0,2,0
1,1,2021,1,617,142,2,0
1,0,2021,2,2,1,1,1
1,0,2021,2,1,1,3,1
1,0,2021,3,985,664,2,0
1,1,2021,3,0,0,2,0
1,0,2021,114,1832,1414,3,0
1,0,2021,0,226,105,2,0
1,0,2021,32,377,364,2,0
1,1,2021,116,0,0,2,0
2,0,2021,2,732,287,3,0
2,0,2021,115,0,0,0,1
2,1,2021,115,3946,3412,1,0
2,0,2021,115,563,561,2,0
3,0,2021,8,4625,2796,0,0
3,1,2021,9,1228,1120,3,0
3,1,2021,27,4504,4043,1,0
3,1,2021,1,8646,6382,0,0
3,0,2021,1,727,211,3,0
3,0,2021,1,130,32,2,0
3,1,2021,2,9,9,0,1
3,0,2021,121,432,225,3,0
3,1,2021,5,930,446,0,0
3,0,2021,6,3346,2531,0,0
3,1,2021,6,2106,2004,4,0
5,0,2021,10,532,495,4,0
5,0,2021,10,964,731,3,0
1,0,2021,20,5788,4396,0,0
1,1,2021,20,2638,2638,4,0
1,1,2021,10,916,454,0,0
1,0,2021,3,2787,1592,0,0
1,1,2021,3,2255,2255,4,0
1,0,2021,33,1324,320,0,0
1,1,2021,33,1930,1930,4,0
1,0,2021,32,333,330,4,0
1,1,2021,4,912,714,2,0
2,0,2021,2,436,312,4,0
2,0,2021,10,1034,854,4,0
2,1,2021,10,0,0,2,0
2,1,2021,33,3858,3858,4,0
3,1,2021,8,2356,2332,4,0
3,1,2021,9,5065,3555,0,0
3,1,2021,9,1331,1328,4,0
3,0,2021,27,2006,1418,1,0
3,1,2021,28,647,438,0,0
3,0,2021,29,109,109,0,1
3,0,2021,29,573,373,1,0
3,0,2021,29,235,175,2,0
3,0,2021,33,1156,466,3,0
3,1,2021,122,3156,3156,3,0
3,0,2021,5,315,120,0,0
3,1,2021,5,121,121,2,0
3,1,2021,18,1199,1031,0,0
3,0,2021,0,12,12,0,1
3,1,2021,0,1226,1190,4,0
3,0,2021,34,3175,2397,1,0
5,0,2021,2,262,170,3,0
5,1,2021,10,1237,1237,4,0
5,0,2021,0,1539,1063,3,0
5,1,2021,4,0,0,3,0
5,0,2021,4,0,847,2,0
1,1,2021,113,3699,3699,1,0
1,1,2021,1,1775,1451,4,0
1,1,2021,1,3910,2814,1,0
1,1,2021,10,21,21,2,0
1,0,2021,3,2115,1378,1,0
1,1,2021,33,3658,1570,1,0
1,1,2021,0,3290,1476,0,0
1,1,2021,4,2145,1569,3,0
2,0,2021,117,0,0,2,0
2,1,2021,2,1491,1475,3,0
2,1,2021,33,2907,2907,3,0
3,1,2021,1,209,157,2,0
3,0,2021,2,3,3,3,1
3,0,2021,28,36,25,2,0
3,1,2021,29,478,478,4,0
3,0,2021,129,1928,552,1,0
3,0,2021,121,894,607,1,0
3,1,2021,33,5197,2590,0,0
3,0,2021,122,4200,3378,0,0
3,0,2021,34,5816,4012,0,0
3,0,2021,34,0,864,2,0
5,1,2021,1,16938,15296,0,0
5,0,2021,1,1789,1599,3,0
5,1,2021,1,0,0,2,0
5,0,2021,2,0,0,3,1
5,1,2021,4,20546,15276,0,0
1,0,2021,113,702,644,3,0
1,1,2021,9,1321,1258,4,0
1,0,2021,9,431,241,2,0
1,0,2021,1,3304,2226,0,0
1,1,2021,2,0,0,1,1
1,1,2021,10,642,332,3,0
1,0,2021,33,564,480,4,0
1,0,2021,114,1072,949,4,0
1,0,2021,0,46,40,1,1
1,0,2021,32,0,0,0,1
1,0,2021,32,449,425,3,0
1,0,2021,4,2044,948,1,0
2,0,2021,117,14534,8661,0,0
2,0,2021,1,739,603,2,0
2,0,2021,2,3041,2136,0,0
2,1,2021,2,3018,2771,1,0
2,0,2021,0,2049,1770,3,0
2,1,2021,0,3099,3007,3,0
3,0,2021,9,736,411,3,0
3,0,2021,1,679,433,4,0
3,0,2021,2,100,3,0,0
3,1,2021,2,340,275,1,0
3,1,2021,28,352,352,4,0
3,0,2021,10,53,30,0,1
3,1,2021,129,5270,3636,0,0
3,0,2021,129,0,0,0,1
3,1,2021,129,0,0,2,0
3,0,2021,122,840,607,4,0
3,0,2021,122,1387,1258,3,0
3,1,2021,33,1966,1477,3,0
3,0,2021,5,263,148,1,0
3,0,2021,18,376,327,0,0
3,0,2021,0,910,577,1,0
3,1,2021,6,0,0,2,0
5,1,2021,1,2788,2427,3,0
5,1,2021,10,9611,5829,0,0
5,1,2021,0,0,0,2,0
4,0,2021,12,124,124,0,1
1,0,2021,12,0,0,3,1
1,1,2021,9,4709,2719,0,0
1,0,2021,9,831,468,3,0
1,0,2021,1,652,359,4,0
1,0,2021,2,8,4,0,1
1,1,2021,51,4431,3093,0,0
1,0,2021,65,275,176,3,0
1,1,2021,65,841,659,3,0
1,0,2021,4,591,284,2,0
2,1,2021,117,0,0,3,0
2,0,2021,2,45,45,0,1
2,1,2021,10,13431,10789,0,0
2,1,2021,0,8395,7996,1,0
3,0,2021,2,30,7,4,0
3,1,2021,2,185,154,3,0
3,0,2021,29,182,150,4,0
3,0,2021,121,260,231,4,0
3,1,2021,121,3374,2719,1,0
3,0,2021,121,367,314,2,0
3,0,2021,33,0,0,0,1
5,0,2021,2,461,257,1,0
5,1,2021,2,1514,1007,1,0
5,1,2021,4,3710,3710,4,0
5,1,2021,4,8110,7805,1,0
4,1,2021,12,2049,2049,4,0
1,0,2021,20,3475,2248,1,0
1,0,2021,2,19,4,4,0
1,0,2021,10,434,95,0,0
1,0,2021,10,128,51,3,0
1,0,2021,65,59,59,0,1
1,0,2021,33,1690,407,1,0
1,1,2021,114,11108,8690,0,0
1,0,2021,0,1241,157,0,0
1,0,2021,0,396,124,3,0
1,0,2021,32,909,757,1,0
1,1,2021,116,5733,5733,1,0
2,0,2021,117,2216,2191,4,0
2,0,2021,117,2996,2254,3,0
2,1,2021,1,8696,8437,1,0
2,1,2021,33,8735,8165,1,0
2,1,2021,0,0,0,2,0
3,1,2021,8,9665,8350,0,0
3,0,2021,9,2311,1490,0,0
3,1,2021,9,3765,2969,1,0
3,0,2021,27,693,637,2,0
3,0,2021,2,34,3,3,0
3,1,2021,129,6651,6041,1,0
3,0,2021,33,2352,1357,0,0
3,1,2021,33,2031,2031,4,0
3,1,2021,33,5727,4509,1,0
3,1,2021,5,230,147,4,0
3,0,2021,18,349,289,1,0
5,1,2021,2,355,355,2,0
5,0,2021,0,2696,2008,1,0
5,0,2021,4,4452,3783,1,0
5,0,2021,4,2468,2286,3,0
1,0,2021,113,85,85,2,0
1,1,2021,12,4419,702,0,0
1,1,2021,9,1310,927,3,0
1,1,2021,9,522,439,2,0
1,1,2021,2,107,27,3,0
1,0,2021,51,894,472,3,0
1,1,2021,65,1481,1304,1,0
1,0,2021,3,731,542,4,0
1,1,2021,33,2553,809,0,0
1,1,2021,33,1766,1383,3,0
1,0,2021,114,4859,3490,0,0
1,1,2021,0,713,667,2,0
1,1,2021,32,4813,3722,0,0
2,1,2021,1,20733,18950,0,0
2,1,2021,115,2015,2015,4,0
3,0,2021,9,430,355,4,0
3,1,2021,27,1762,1762,4,0
3,0,2021,2,2,2,4,1
3,1,2021,28,475,394,1,0
3,0,2021,10,24,24,1,1
3,0,2021,129,517,466,4,0
3,0,2021,121,1258,542,0,0
3,0,2021,33,1861,1117,1,0
3,1,2021,33,0,0,2,0
3,0,2021,5,19,19,1,1
3,0,2021,18,125,122,4,0
3,0,2021,0,0,0,4,1
3,0,2021,0,0,0,1,1
3,1,2021,0,1345,885,3,0
3,0,2021,0,184,51,2,0
5,1,2021,1,3234,3234,4,0
5,1,2021,10,4562,3050,1,0
5,0,2021,10,545,407,2,0
4,0,2021,12,1113,667,3,0
1,1,2021,12,887,887,2,0
1,0,2021,113,1610,1379,1,0
1,1,2021,2,166,56,1,0
1,0,2021,51,1189,610,1,0
1,1,2021,51,2832,2832,1,0
1,0,2021,10,80,23,2,0
1,0,2021,65,55,55,1,1
1,0,2021,33,725,572,2,0
1,1,2021,116,8090,8090,0,0
1,0,2021,116,1342,1337,3,0
1,1,2021,116,2330,2330,3,0
1,1,2021,4,1906,1566,4,0
2,1,2021,1,0,0,2,0
2,1,2021,10,5927,5881,1,0
2,0,2021,10,712,575,2,0
3,0,2021,9,405,328,2,0
3,0,2021,27,699,639,4,0
3,0,2021,28,66,35,3,0
3,1,2021,28,280,280,2,0
3,0,2021,10,165,42,3,0
3,1,2021,10,155,123,2,0
3,1,2021,29,881,735,3,0
3,1,2021,29,401,401,2,0
3,1,2021,121,1465,1465,3,0
3,1,2021,122,9163,8126,0,0
3,1,2021,5,536,365,3,0
3,0,2021,5,92,26,2,0
3,1,2021,6,2616,2299,3,0
5,0,2021,1,3536,3195,1,0
5,0,2021,2,124,121,4,0
5,0,2021,1,9380,7691,0,0
5,0,2021,4,1572,1480,4,0
1,0,2021,9,1318,818,1,0
1,1,2021,12,395,136,3,0
1,0,2021,9,164,88,0,1
1,1,2021,20,2570,2570,3,0
1,1,2021,113,2056,2056,3,0
1,1,2021,20,5966,5070,1,0
1,0,2021,1,0,99,0,1
1,1,2021,1,7597,5341,0,0
1,0,2021,1,1631,759,1,0
1,0,2021,1,880,272,3,0
1,1,2021,2,198,27,2,0
1,0,2021,2,1,1,2,1
1,1,2021,10,217,208,4,0
1,1,2021,65,599,481,4,0
1,0,2021,65,191,124,2,0
2,1,2021,10,2698,2280,3,0
2,0,2021,33,2537,1900,3,0
2,1,2021,0,18167,15954,0,0
3,1,2021,8,424,424,2,0
3,1,2021,9,339,339,2,0
3,1,2021,29,1757,1637,0,0
3,0,2021,129,645,555,2,0
3,1,2021,129,1738,1738,3,0
3,1,2021,121,1263,1263,4,0
3,0,2021,122,2361,2147,1,0
3,0,2021,18,82,82,0,1
3,1,2021,18,1303,1019,1,0
3,1,2021,34,2650,2455,4,0
5,0,2021,1,0,0,0,1
5,0,2021,2,144,82,2,0
5,1,2021,0,15010,10369,0,0
5,1,2021,0,2789,2580,3,0
4,1,2021,12,10468,9961,0,0
1,1,2021,20,12842,11155,0,0
1,1,2021,2,361,107,0,0
1,0,2021,2,4,4,4,1
1,1,2021,65,2686,1319,0,0
1,1,2021,114,2397,2397,3,0
1,0,2021,0,47,20,0,1
1,0,2021,0,287,184,4,0
1,0,2021,0,0,0,4,1
1,1,2021,0,2393,1076,1,0
1,0,2021,0,0,0,3,1
1,1,2021,32,3591,2711,1,0
1,0,2021,116,0,0,0,1
1,0,2021,116,875,802,4,0
2,0,2021,2,361,318,2,0
2,0,2021,115,555,530,4,0
2,1,2021,115,1895,1895,3,0
2,0,2021,10,2661,1742,1,0
2,0,2021,0,950,894,2,0
3,0,2021,8,879,741,2,0
3,0,2021,2,17,9,2,0
3,1,2021,10,1190,694,1,0
3,0,2021,10,112,12,2,0
3,1,2021,129,2003,2003,4,0
3,1,2021,5,74,74,0,1
3,1,2021,34,7237,6559,1,0
5,1,2021,1,6987,6711,1,0
5,0,2021,1,613,454,2,0
5,1,2021,2,2825,1407,0,0
1,0,2021,20,0,810,2,0
1,1,2021,1,1557,975,3,0
1,0,2021,51,13,13,0,1
1,1,2021,51,868,868,4,0
1,1,2021,51,1182,1182,3,0
1,1,2021,10,0,0,0,1
1,0,2021,10,33,33,1,1
1,0,2021,65,190,157,4,0
1,1,2021,3,6518,5160,1,0
1,1,2021,0,1289,990,3,0
2,1,2021,2,1304,1304,4,0
2,0,2021,115,971,849,3,0
2,0,2021,33,9931,7439,0,0
2,0,2021,33,1860,1793,4,0
2,0,2021,33,0,0,2,0
3,0,2021,8,972,815,4,0
3,1,2021,8,6264,5455,1,0
3,1,2021,8,2775,1830,3,0
3,0,2021,9,1352,926,1,0
3,0,2021,2,84,46,1,0
3,0,2021,2,5,5,1,1
3,0,2021,28,18,18,0,1
3,1,2021,28,337,337,3,0
3,0,2021,10,553,364,0,0
3,0,2021,29,295,168,3,0
3,0,2021,121,80,80,0,1
