Institute,Gender,Year,Academic_Program_Name,Closing_Rank,Opening_Rank,Seat,Disability
4,0,2016,49,5538,3609,0,0
4,0,2016,83,1733,1540,3,0
6,0,2016,2,879,418,0,0
6,0,2016,2,31,31,0,1
6,0,2016,10,31,31,1,1
6,0,2016,10,658,266,3,0
6,0,2016,33,4836,4255,0,0
6,0,2016,62,1505,530,3,0
8,0,2016,9,1373,1017,1,0
8,0,2016,1,1251,716,1,0
8,0,2016,2,5,5,3,1
8,0,2016,64,162,162,0,1
8,0,2016,10,9,9,1,1
8,0,2016,78,956,776,2,0
9,0,2016,9,442,372,2,0
9,0,2016,1,619,175,3,0
9,0,2016,65,80,80,0,1
9,0,2016,65,206,152,2,0
10,0,2016,1,2003,1838,1,0
11,0,2016,1,2391,1938,1,0
12,0,2016,84,2975,2527,1,0
12,0,2016,6,2083,1673,1,0
13,0,2016,82,3602,3363,1,0
13,0,2016,9,897,824,2,0
13,0,2016,1,2628,2298,1,0
4,0,2016,47,1560,1134,3,0
4,0,2016,48,494,494,2,0
6,0,2016,9,474,465,2,0
6,0,2016,9,1439,967,3,0
6,0,2016,2,430,184,1,0
6,0,2016,0,328,294,2,0
8,0,2016,12,1401,964,1,0
8,0,2016,12,15,15,1,1
8,0,2016,75,1903,1207,3,0
9,0,2016,12,46,46,1,1
9,0,2016,11,34,34,2,0
9,0,2016,54,9353,6570,0,0
9,0,2016,1,3703,1005,0,0
9,0,2016,28,6,6,3,1
9,0,2016,56,2475,1682,1,0
9,0,2016,68,926,926,3,0
10,0,2016,2,1032,571,1,0
10,0,2016,0,3658,2687,0,0
11,0,2016,1,1312,1101,3,0
11,0,2016,10,181,181,0,1
12,0,2016,9,57,57,1,1
12,0,2016,1,3917,1877,0,0
12,0,2016,1,39,39,1,1
12,0,2016,1,200,101,2,0
12,0,2016,10,32,32,1,1
12,0,2016,10,44,35,0,1
12,0,2016,33,2216,1604,1,0
12,0,2016,0,62,49,0,1
12,0,2016,6,622,534,2,0
13,0,2016,81,2169,1823,3,0
13,0,2016,10,6418,4273,0,0
13,0,2016,10,603,386,2,0
13,0,2016,38,1446,1007,3,0
13,0,2016,0,160,146,0,1
13,0,2016,87,3143,2400,1,0
13,0,2016,88,2646,1554,1,0
13,0,2016,87,1966,1528,3,0
13,0,2016,47,1718,1378,3,0
14,0,2016,1,2701,2438,1,0
15,0,2016,89,9137,7884,0,0
13,0,2016,47,2861,2008,1,0
13,0,2016,88,851,171,2,0
15,0,2016,90,2173,1929,3,0
15,0,2016,9,147,12,0,1
15,0,2016,2,772,500,0,0
15,0,2016,67,1565,1381,1,0
15,0,2016,91,2928,2251,1,0
16,0,2016,84,8000,5394,0,0
16,0,2016,84,1116,54,2,0
16,0,2016,1,1755,1471,1,0
16,0,2016,1,184,184,0,1
16,0,2016,33,159,159,0,1
17,0,2016,0,749,717,2,0
18,0,2016,10,1637,1279,3,0
18,0,2016,0,1497,1159,3,0
19,0,2016,10,2584,2133,1,0
20,0,2016,0,1695,1229,3,0
15,0,2016,92,8847,7282,0,0
15,0,2016,89,3650,3382,1,0
15,0,2016,89,2145,2017,3,0
15,0,2016,93,963,41,2,0
15,0,2016,0,52,52,1,1
15,0,2016,67,566,410,2,0
15,0,2016,47,8573,6028,0,0
16,0,2016,9,4657,3184,0,0
14,0,2016,0,5010,2995,0,0
16,0,2016,9,543,343,2,0
16,0,2016,38,667,439,3,0
14,0,2016,0,1036,717,3,0
16,0,2016,94,578,516,3,0
15,0,2016,92,1118,262,2,0
17,0,2016,2,1182,869,3,0
15,0,2016,9,35,35,1,1
18,0,2016,10,2961,2606,1,0
15,0,2016,9,694,512,2,0
19,0,2016,1,8648,7449,0,0
15,0,2016,28,437,336,3,0
21,0,2016,10,6568,4547,0,0
15,0,2016,95,3290,2648,0,0
20,0,2016,10,3245,3027,1,0
15,0,2016,96,1974,1886,3,0
15,0,2016,0,134,72,0,1
22,0,2016,2,77,77,0,1
15,0,2016,67,179,179,0,1
15,0,2016,91,1731,1500,3,0
15,0,2016,97,1889,1771,3,0
16,0,2016,1,5371,4087,0,0
16,0,2016,1,1012,734,3,0
16,0,2016,0,39,39,1,1
21,0,2016,1,550,536,2,0
22,0,2016,2,1170,832,3,0
22,0,2016,10,1687,1464,3,0
13,0,2016,88,7376,5286,0,0
15,0,2016,92,3606,3138,1,0
15,0,2016,9,5728,3808,0,0
15,0,2016,28,444,432,1,0
15,0,2016,0,371,280,2,0
15,0,2016,47,1875,1557,3,0
16,0,2016,84,44,44,0,1
21,0,2016,2,1593,1345,1,0
21,0,2016,0,2729,2419,1,0
20,0,2016,2,2534,1714,1,0
20,0,2016,0,3341,2577,1,0
22,0,2016,2,754,612,2,0
22,0,2016,0,42,42,0,1
22,0,2016,0,8478,6421,0,0
15,0,2016,93,3497,2988,1,0
15,0,2016,1,296,226,2,0
15,0,2016,28,12,12,1,1
15,0,2016,95,836,677,3,0
15,0,2016,95,570,552,2,0
15,0,2016,73,1464,1127,0,0
15,0,2016,0,844,599,3,0
15,0,2016,91,6969,5462,0,0
15,0,2016,91,1076,914,2,0
15,0,2016,98,3853,3739,1,0
16,0,2016,1,303,224,2,0
16,0,2016,2,29,29,0,1
18,0,2016,2,667,439,2,0
19,0,2016,10,714,680,2,0
19,0,2016,0,1487,1355,3,0
22,0,2016,2,2252,1351,1,0
15,0,2016,1,5185,3629,0,0
15,0,2016,2,246,135,3,0
15,0,2016,28,205,205,2,0
15,0,2016,10,315,244,2,0
15,0,2016,95,1313,1144,1,0
15,0,2016,99,1143,599,1,0
15,0,2016,67,744,654,3,0
15,0,2016,91,80,80,0,1
15,0,2016,97,2971,2706,1,0
15,0,2016,48,8852,7432,0,0
15,0,2016,98,446,260,2,0
16,0,2016,9,48,48,1,1
16,0,2016,94,19,19,1,1
16,0,2016,5,1251,726,0,0
16,0,2016,5,739,468,1,0
16,0,2016,0,317,260,2,0
17,0,2016,2,670,656,2,0
17,0,2016,10,8249,6478,0,0
18,0,2016,2,131,131,0,1
18,0,2016,10,6971,5503,0,0
18,0,2016,0,691,596,2,0
21,0,2016,1,8536,7101,0,0
21,0,2016,10,182,182,0,1
21,0,2016,0,169,169,0,1
14,0,2016,2,834,544,1,0
14,0,2016,10,3893,3163,0,0
15,0,2016,93,8712,5836,0,0
15,0,2016,2,410,241,1,0
15,0,2016,10,83,83,0,1
15,0,2016,100,6385,5095,0,0
15,0,2016,101,1925,1745,1,0
15,0,2016,73,735,538,3,0
15,0,2016,73,970,465,1,0
15,0,2016,73,854,492,2,0
15,0,2016,98,2234,2199,3,0
16,0,2016,0,3052,2249,0,0
17,0,2016,10,26,26,1,1
17,0,2016,10,742,548,2,0
17,0,2016,0,3015,2435,1,0
18,0,2016,2,5164,3003,0,0
19,0,2016,1,1645,1467,3,0
19,0,2016,2,664,663,2,0
21,0,2016,1,1518,1434,3,0
21,0,2016,10,2442,1590,1,0
21,0,2016,0,1377,1228,3,0
20,0,2016,2,1248,946,3,0
14,0,2016,2,495,265,2,0
13,0,2016,87,912,625,2,0
14,0,2016,10,1825,1439,1,0
15,0,2016,9,2370,1490,1,0
15,0,2016,28,880,778,0,0
15,0,2016,102,2001,1545,3,0
15,0,2016,48,3356,2885,1,0
15,0,2016,98,9873,8101,0,0
16,0,2016,9,1249,897,3,0
16,0,2016,33,1038,137,2,0
17,0,2016,10,2997,2559,1,0
17,0,2016,0,8379,6128,0,0
18,0,2016,0,7571,5594,0,0
19,0,2016,0,2722,2079,1,0
21,0,2016,1,2814,2645,1,0
20,0,2016,2,723,700,2,0
20,0,2016,0,8624,6683,0,0
20,0,2016,10,696,657,2,0
14,0,2016,1,7372,5382,0,0
15,0,2016,93,167,167,0,1
15,0,2016,93,2161,1607,3,0
15,0,2016,9,1521,921,3,0
15,0,2016,1,53,53,1,1
15,0,2016,101,6238,4996,0,0
15,0,2016,101,1184,1019,3,0
15,0,2016,10,670,457,3,0
15,0,2016,96,8275,6263,0,0
16,0,2016,84,3340,2691,1,0
17,0,2016,2,112,112,0,1
21,0,2016,2,5,5,1,1
21,0,2016,10,760,632,2,0
20,0,2016,0,781,698,2,0
14,0,2016,2,581,361,3,0
14,0,2016,67,6123,4742,0,0
14,0,2016,67,630,630,2,0
15,0,2016,89,1114,243,2,0
15,0,2016,101,530,321,2,0
15,0,2016,102,345,257,2,0
15,0,2016,97,259,252,2,0
15,0,2016,103,9805,8027,0,0
16,0,2016,104,960,633,2,0
16,0,2016,104,2635,2110,1,0
16,0,2016,38,364,210,2,0
16,0,2016,94,904,732,1,0
16,0,2016,5,38,38,0,1
19,0,2016,1,2978,2775,1,0
19,0,2016,2,4981,2818,0,0
19,0,2016,10,73,73,0,1
19,0,2016,0,7381,5958,0,0
21,0,2016,0,660,591,2,0
20,0,2016,10,1702,1459,3,0
22,0,2016,0,1668,1399,3,0
15,0,2016,90,9383,8730,0,0
15,0,2016,10,31,31,1,1
15,0,2016,96,3235,2989,1,0
15,0,2016,0,3800,2690,0,0
15,0,2016,67,4036,2876,0,0
15,0,2016,47,3246,2650,1,0
15,0,2016,47,1115,773,2,0
16,0,2016,104,6395,1890,0,0
16,0,2016,2,186,91,3,0
17,0,2016,0,1574,1210,3,0
18,0,2016,2,1834,1312,1,0
18,0,2016,2,1194,634,3,0
18,0,2016,10,628,610,2,0
13,0,2016,88,1646,1330,3,0
19,0,2016,10,1387,1339,3,0
21,0,2016,0,7165,5691,0,0
20,0,2016,10,74,74,0,1
22,0,2016,10,8299,6504,0,0
14,0,2016,1,190,190,0,1
14,0,2016,1,1284,1235,3,0
14,0,2016,67,137,137,0,1
15,0,2016,92,2158,2067,3,0
15,0,2016,95,114,114,0,1
15,0,2016,102,8781,7089,0,0
15,0,2016,102,3518,3212,1,0
15,0,2016,96,184,169,2,0
15,0,2016,48,1770,1663,3,0
16,0,2016,9,1,1,0,1
16,0,2016,38,845,605,1,0
16,0,2016,33,2469,1890,1,0
16,0,2016,0,73,73,0,1
19,0,2016,1,588,448,2,0
19,0,2016,2,1076,909,3,0
20,0,2016,2,6219,4743,0,0
14,0,2016,1,425,381,2,0
14,0,2016,2,1684,898,0,0
14,0,2016,10,449,362,2,0
14,0,2016,0,2071,1556,1,0
14,0,2016,67,2120,2095,1,0
15,0,2016,90,3665,3637,1,0
15,0,2016,10,1145,713,1,0
15,0,2016,99,2401,1539,0,0
15,0,2016,99,873,451,3,0
15,0,2016,0,1318,641,1,0
15,0,2016,97,7921,5998,0,0
15,0,2016,103,445,18,2,0
16,0,2016,104,1389,1219,3,0
16,0,2016,2,203,59,2,0
16,0,2016,38,1873,1202,0,0
16,0,2016,94,136,136,0,1
16,0,2016,94,301,264,2,0
17,0,2016,10,1572,1336,3,0
19,0,2016,0,187,187,0,1
21,0,2016,2,578,549,2,0
20,0,2016,10,8389,6821,0,0
14,0,2016,0,496,463,2,0
15,0,2016,100,2670,2070,1,0
15,0,2016,100,1852,1611,3,0
15,0,2016,103,2279,1811,3,0
15,0,2016,48,180,118,2,0
16,0,2016,33,5160,3214,0,0
16,0,2016,5,519,272,3,0
17,0,2016,2,5949,3146,0,0
18,0,2016,0,2932,2567,1,0
21,0,2016,2,1068,649,3,0
21,0,2016,10,1326,961,3,0
13,0,2016,47,829,564,2,0
13,0,2016,87,9111,7422,0,0
15,0,2016,1,74,74,0,1
15,0,2016,1,1868,1358,1,0
15,0,2016,1,1050,831,3,0
15,0,2016,2,250,163,2,0
15,0,2016,99,434,323,2,0
16,0,2016,94,2127,1471,0,0
16,0,2016,33,1597,1032,3,0
17,0,2016,2,2396,1479,1,0
19,0,2016,10,6737,5566,0,0
19,0,2016,0,728,643,2,0
22,0,2016,10,3005,2254,1,0
22,0,2016,0,3008,2482,1,0
14,0,2016,2,4,4,3,1
14,0,2016,10,913,570,3,0
14,0,2016,67,1156,1156,3,0
15,0,2016,90,1053,191,2,0
15,0,2016,10,2814,2294,0,0
15,0,2016,99,116,116,0,1
15,0,2016,100,1029,163,2,0
15,0,2016,103,3796,3207,1,0
16,0,2016,84,1973,1556,3,0
16,0,2016,9,2086,1818,1,0
16,0,2016,2,666,406,0,0
16,0,2016,2,385,236,1,0
16,0,2016,38,52,52,0,1
16,0,2016,38,20,20,1,1
16,0,2016,5,558,268,2,0
16,0,2016,0,1090,803,1,0
16,0,2016,0,715,386,3,0
19,0,2016,2,1679,1372,1,0
19,0,2016,2,33,33,1,1
21,0,2016,2,4539,2524,0,0
22,0,2016,2,5644,2914,0,0
22,0,2016,10,805,593,2,0
22,0,2016,0,762,702,2,0
0,0,2017,16,1148,1148,3,0
0,0,2017,19,9149,6440,0,0
1,0,2017,9,14,14,1,1
1,0,2017,51,2555,1426,0,0
1,0,2017,10,158,60,1,0
1,0,2017,0,3,3,2,1
1,0,2017,24,3406,3079,0,0
1,0,2017,26,3288,3056,0,0
3,0,2017,8,3860,2858,0,0
3,0,2017,9,64,64,1,1
3,0,2017,9,671,207,3,0
3,0,2017,28,117,72,1,0
3,0,2017,33,126,126,0,1
3,0,2017,33,613,465,2,0
3,0,2017,6,1046,584,3,0
5,0,2017,2,1500,848,0,0
5,0,2017,2,32,32,0,1
4,0,2017,9,1423,939,1,0
4,0,2017,27,971,908,3,0
4,0,2017,14,4493,3114,0,0
4,0,2017,60,292,259,2,0
0,0,2017,16,40,40,1,1
0,0,2017,17,177,177,0,1
0,0,2017,15,2875,2680,1,0
0,0,2017,28,692,648,3,0
1,0,2017,12,38,38,0,1
1,0,2017,2,15,4,2,0
0,0,2017,105,5821,4780,0,0
0,0,2017,10,1033,905,3,0
1,0,2017,51,1611,763,1,0
1,0,2017,21,184,153,2,0
0,0,2017,10,426,394,2,0
0,0,2017,19,3095,2726,1,0
1,0,2017,0,10,10,1,1
1,0,2017,4,1493,1106,1,0
0,0,2017,19,1740,1488,3,0
1,0,2017,26,646,646,2,0
1,0,2017,9,1507,830,0,0
2,0,2017,1,7973,6033,0,0
1,0,2017,9,631,267,3,0
2,0,2017,2,2587,1696,0,0
0,0,2017,28,1256,1083,1,0
1,0,2017,2,45,9,1,0
3,0,2017,9,1780,949,0,0
1,0,2017,10,80,14,3,0
0,0,2017,38,914,535,3,0
3,0,2017,1,53,10,2,0
0,0,2017,0,499,331,2,0
1,0,2017,33,5,5,3,1
3,0,2017,2,35,17,3,0
1,0,2017,24,1093,964,3,0
0,0,2017,17,642,642,2,0
3,0,2017,5,150,66,3,0
0,0,2017,106,2440,2184,1,0
5,0,2017,10,59,59,1,1
5,0,2017,2,309,216,2,0
5,0,2017,4,244,244,0,1
0,0,2017,106,1302,1302,3,0
5,0,2017,4,948,845,2,0
0,0,2017,106,641,641,2,0
4,0,2017,22,1852,1444,3,0
4,0,2017,12,3451,2732,0,0
4,0,2017,41,368,368,0,1
1,0,2017,1,62,31,0,1
4,0,2017,37,3369,3233,1,0
1,0,2017,0,363,110,1,0
4,0,2017,9,2990,1620,0,0
4,0,2017,13,8305,4790,0,0
4,0,2017,2,77,44,3,0
1,0,2017,32,879,260,0,0
4,0,2017,1,96,96,0,1
2,0,2017,10,460,381,2,0
4,0,2017,14,839,684,2,0
4,0,2017,35,4465,4093,0,0
4,0,2017,10,17,17,1,1
3,0,2017,7,129,129,0,1
4,0,2017,2,0,0,1,1
3,0,2017,27,81,81,0,1
4,0,2017,59,4523,4034,0,0
4,0,2017,14,1561,1180,3,0
4,0,2017,77,1321,712,0,0
3,0,2017,1,59,52,0,1
4,0,2017,31,78,78,0,1
3,0,2017,5,23,23,0,1
4,0,2017,19,1190,1010,3,0
4,0,2017,43,1573,1420,1,0
4,0,2017,13,2197,1811,3,0
4,0,2017,59,662,662,2,0
4,0,2017,1,1346,968,1,0
4,0,2017,60,76,76,0,1
4,0,2017,10,1174,444,0,0
4,0,2017,31,225,221,2,0
4,0,2017,45,3510,3025,1,0
4,0,2017,77,75,75,1,1
0,0,2017,1,2560,1709,1,0
0,0,2017,0,166,166,0,1
0,0,2017,17,6653,6125,0,0
0,0,2017,107,1943,1792,3,0
1,0,2017,9,910,500,1,0
1,0,2017,51,733,137,3,0
1,0,2017,32,213,91,3,0
1,0,2017,4,3039,1600,0,0
1,0,2017,4,49,49,1,1
2,0,2017,10,1181,986,3,0
3,0,2017,7,4245,3058,0,0
3,0,2017,7,773,773,2,0
3,0,2017,1,532,226,3,0
3,0,2017,2,4,4,1,1
3,0,2017,10,22,22,0,1
3,0,2017,18,394,332,0,0
3,0,2017,0,188,11,3,0
3,0,2017,34,725,445,2,0
5,0,2017,10,407,301,2,0
5,0,2017,0,130,130,0,1
4,0,2017,11,1645,1522,1,0
4,0,2017,22,17,17,0,1
4,0,2017,37,930,793,2,0
4,0,2017,8,5417,4262,0,0
4,0,2017,27,3808,3001,0,0
4,0,2017,27,468,462,2,0
4,0,2017,46,2547,1721,0,0
0,0,2017,38,1515,775,1,0
0,0,2017,38,382,303,2,0
0,0,2017,107,9201,8983,0,0
1,0,2017,20,758,661,2,0
1,0,2017,10,8,8,1,1
1,0,2017,40,7,7,3,1
1,0,2017,21,471,270,0,0
1,0,2017,21,181,86,3,0
2,0,2017,2,83,83,0,1
2,0,2017,2,370,122,2,0
3,0,2017,9,300,157,2,0
3,0,2017,27,1489,1021,1,0
3,0,2017,29,928,467,0,0
3,0,2017,29,26,26,1,1
3,0,2017,33,1466,704,1,0
3,0,2017,33,764,463,3,0
5,0,2017,2,13,13,3,1
5,0,2017,10,3770,2742,0,0
5,0,2017,4,8864,7054,0,0
4,0,2017,12,378,372,2,0
4,0,2017,41,876,723,2,0
4,0,2017,27,1684,1424,1,0
4,0,2017,31,449,387,3,0
4,0,2017,85,651,387,2,0
0,0,2017,1,7857,5802,0,0
0,0,2017,25,2338,2270,1,0
0,0,2017,25,1069,1069,3,0
1,0,2017,20,2314,1796,1,0
1,0,2017,2,2,1,0,1
1,0,2017,2,22,1,3,0
1,0,2017,51,51,51,0,1
1,0,2017,10,27,3,2,0
1,0,2017,40,187,126,2,0
1,0,2017,33,786,194,1,0
1,0,2017,4,120,71,0,1
2,0,2017,2,662,513,3,0
2,0,2017,10,2111,1428,1,0
3,0,2017,9,986,634,1,0
3,0,2017,2,25,5,2,0
3,0,2017,10,203,108,1,0
3,0,2017,10,5,5,3,1
3,0,2017,33,2433,1244,0,0
3,0,2017,18,260,234,1,0
3,0,2017,0,34,34,1,1
5,0,2017,1,7258,5744,0,0
4,0,2017,8,1487,943,3,0
4,0,2017,41,2932,2449,1,0
4,0,2017,41,1739,1368,3,0
4,0,2017,1,208,49,2,0
4,0,2017,10,264,99,3,0
4,0,2017,44,4142,3487,0,0
4,0,2017,85,3804,2870,0,0
4,0,2017,0,41,41,0,1
4,0,2017,0,675,255,1,0
0,0,2017,38,4089,2697,0,0
0,0,2017,0,977,802,3,0
1,0,2017,9,53,47,0,1
1,0,2017,20,110,110,1,1
1,0,2017,2,62,1,0,0
1,0,2017,40,414,189,1,0
1,0,2017,32,504,425,1,0
1,0,2017,26,1149,1056,3,0
3,0,2017,10,43,1,2,0
3,0,2017,34,2787,1700,1,0
4,0,2017,22,3085,2783,1,0
4,0,2017,23,4182,3067,1,0
4,0,2017,1,699,480,3,0
4,0,2017,2,127,82,1,0
4,0,2017,44,1939,1659,1,0
4,0,2017,59,29,29,1,1
4,0,2017,77,68,68,0,1
0,0,2017,15,8567,7727,0,0
0,0,2017,15,1403,1375,3,0
0,0,2017,10,5029,3627,0,0
0,0,2017,10,187,187,0,1
0,0,2017,10,1725,1222,1,0
1,0,2017,20,5116,3051,0,0
1,0,2017,20,1493,1021,3,0
1,0,2017,1,37,37,1,1
1,0,2017,0,18,18,0,1
3,0,2017,7,2385,2003,1,0
3,0,2017,7,1559,1373,3,0
3,0,2017,2,3,3,0,1
3,0,2017,28,75,70,2,0
3,0,2017,29,113,69,2,0
3,0,2017,18,36,36,1,1
3,0,2017,0,21,21,0,1
3,0,2017,0,452,210,1,0
3,0,2017,6,1517,905,1,0
5,0,2017,2,351,249,3,0
5,0,2017,0,4771,3870,0,0
5,0,2017,0,409,333,2,0
4,0,2017,12,832,301,3,0
4,0,2017,11,422,422,2,0
4,0,2017,30,3651,3332,1,0
4,0,2017,23,2263,871,3,0
4,0,2017,8,2682,2316,1,0
4,0,2017,2,4,4,3,1
4,0,2017,28,9,9,0,1
4,0,2017,14,2201,1901,1,0
4,0,2017,85,2053,1599,1,0
4,0,2017,85,1370,883,3,0
0,0,2017,1,1197,1030,3,0
0,0,2017,1,472,448,2,0
0,0,2017,108,2768,2637,1,0
0,0,2017,2,1040,578,1,0
0,0,2017,2,559,388,3,0
0,0,2017,28,439,439,2,0
1,0,2017,12,1037,383,1,0
1,0,2017,10,6,6,0,1
1,0,2017,33,579,166,3,0
1,0,2017,0,738,297,0,0
2,0,2017,10,5261,3774,0,0
2,0,2017,0,637,534,2,0
3,0,2017,8,2131,1563,1,0
3,0,2017,9,63,63,0,1
3,0,2017,27,866,583,3,0
3,0,2017,1,35,35,1,1
5,0,2017,10,938,571,3,0
4,0,2017,11,778,732,3,0
4,0,2017,30,1067,1021,2,0
4,0,2017,9,880,373,3,0
4,0,2017,27,132,132,0,1
4,0,2017,35,319,275,2,0
4,0,2017,28,122,71,3,0
4,0,2017,85,125,125,0,1
4,0,2017,59,2113,2039,1,0
0,0,2017,2,2695,1764,0,0
0,0,2017,28,3355,2626,0,0
1,0,2017,1,976,602,1,0
1,0,2017,1,117,52,2,0
1,0,2017,33,272,201,2,0
1,0,2017,0,163,81,3,0
1,0,2017,32,131,120,2,0
1,0,2017,24,703,703,2,0
2,0,2017,0,1281,1034,3,0
3,0,2017,8,1349,1054,3,0
3,0,2017,1,2869,1341,0,0
3,0,2017,1,980,486,1,0
3,0,2017,29,484,293,1,0
3,0,2017,6,2637,1694,0,0
3,0,2017,6,116,116,0,1
3,0,2017,34,193,193,0,1
5,0,2017,1,2292,2022,1,0
5,0,2017,4,3272,2822,1,0
4,0,2017,23,14927,6448,0,0
4,0,2017,9,419,138,2,0
4,0,2017,36,14,14,0,1
4,0,2017,36,189,78,3,0
4,0,2017,42,274,203,2,0
4,0,2017,45,6995,4793,0,0
4,0,2017,43,127,127,0,1
4,0,2017,77,351,136,2,0
4,0,2017,19,207,207,0,1
4,0,2017,19,2073,1681,1,0
0,0,2017,108,1490,1396,3,0
0,0,2017,17,1192,1189,3,0
1,0,2017,10,266,74,0,0
1,0,2017,40,168,103,3,0
1,0,2017,24,73,73,1,1
2,0,2017,0,6607,3779,0,0
3,0,2017,10,416,226,0,0
3,0,2017,5,109,95,2,0
3,0,2017,0,60,24,2,0
5,0,2017,2,2,2,2,1
5,0,2017,10,1550,1306,1,0
5,0,2017,0,992,506,3,0
4,0,2017,13,3631,3264,1,0
4,0,2017,13,1103,878,2,0
4,0,2017,1,4071,2329,0,0
4,0,2017,2,262,160,0,0
4,0,2017,31,619,496,1,0
4,0,2017,36,399,245,1,0
4,0,2017,42,8,8,3,1
4,0,2017,45,927,906,2,0
4,0,2017,44,1332,1255,3,0
4,0,2017,0,327,193,3,0
0,0,2017,16,8237,5624,0,0
0,0,2017,16,521,521,2,0
0,0,2017,2,248,186,2,0
0,0,2017,107,3424,3126,1,0
1,0,2017,21,314,239,1,0
1,0,2017,4,960,676,3,0
1,0,2017,4,634,433,2,0
2,0,2017,1,2625,2376,1,0
3,0,2017,2,67,21,1,0
3,0,2017,28,13,13,0,1
3,0,2017,28,53,47,3,0
3,0,2017,5,329,207,0,0
3,0,2017,18,212,159,3,0
3,0,2017,34,5161,3481,0,0
3,0,2017,34,1809,1355,3,0
5,0,2017,1,395,262,2,0
5,0,2017,2,22,22,1,1
4,0,2017,37,2015,1790,3,0
4,0,2017,30,2031,1705,3,0
4,0,2017,41,6665,5639,0,0
4,0,2017,9,60,60,1,1
4,0,2017,35,1694,1400,1,0
4,0,2017,10,111,56,2,0
4,0,2017,42,584,391,1,0
4,0,2017,45,2040,1789,3,0
4,0,2017,44,23,23,1,1
4,0,2017,59,1426,1271,3,0
4,0,2017,60,2030,1598,0,0
0,0,2017,105,464,464,2,0
0,0,2017,25,612,612,2,0
1,0,2017,12,2036,749,0,0
1,0,2017,2,1,1,1,1
1,0,2017,51,536,124,2,0
1,0,2017,3,2514,1294,0,0
1,0,2017,3,1000,574,3,0
1,0,2017,3,377,362,2,0
1,0,2017,32,57,57,0,1
1,0,2017,24,1598,1591,1,0
2,0,2017,1,1323,1134,3,0
3,0,2017,27,2876,1984,0,0
3,0,2017,10,106,36,3,0
3,0,2017,5,232,136,1,0
3,0,2017,6,471,427,2,0
5,0,2017,1,1125,841,3,0
5,0,2017,4,1837,1640,3,0
4,0,2017,12,1485,1055,1,0
4,0,2017,30,7966,7046,0,0
4,0,2017,23,1122,323,2,0
4,0,2017,28,369,273,0,0
4,0,2017,36,940,586,0,0
4,0,2017,42,1335,929,0,0
4,0,2017,42,408,199,3,0
4,0,2017,44,694,476,2,0
4,0,2017,77,655,322,1,0
0,0,2017,16,2659,2566,1,0
0,0,2017,108,8874,7826,0,0
0,0,2017,105,2035,2015,1,0
0,0,2017,106,6921,6053,0,0
1,0,2017,12,425,157,3,0
1,0,2017,12,231,173,2,0
1,0,2017,1,2308,1046,0,0
1,0,2017,1,511,203,3,0
1,0,2017,3,1302,915,1,0
1,0,2017,26,1639,1508,1,0
2,0,2017,1,383,239,2,0
2,0,2017,0,188,188,0,1
3,0,2017,28,154,78,0,0
3,0,2017,0,944,445,0,0
5,0,2017,0,1706,1060,1,0
4,0,2017,11,3821,3506,0,0
4,0,2017,37,8301,6939,0,0
4,0,2017,8,849,816,2,0
4,0,2017,13,233,233,0,1
4,0,2017,1,48,48,1,1
4,0,2017,35,122,122,0,1
4,0,2017,2,40,2,2,0
4,0,2017,28,88,68,2,0
4,0,2017,36,130,74,2,0
4,0,2017,43,3485,2896,0,0
4,0,2017,46,1152,735,1,0
4,0,2017,46,819,557,3,0
4,0,2017,46,502,398,2,0
4,0,2017,0,1578,843,0,0
4,0,2017,0,147,64,2,0
4,0,2017,60,32,32,1,1
0,0,2017,1,24,24,1,1
0,0,2017,108,550,550,2,0
0,0,2017,105,1324,1216,3,0
0,0,2017,0,5522,4524,0,0
0,0,2017,0,1862,1391,1,0
0,0,2017,25,6094,5706,0,0
0,0,2017,17,2438,1928,1,0
0,0,2017,19,225,225,0,1
0,0,2017,19,837,561,2,0
1,0,2017,9,327,238,2,0
1,0,2017,40,510,345,0,0
1,0,2017,33,1223,64,0,0
1,0,2017,0,104,33,2,0
2,0,2017,2,1179,933,1,0
2,0,2017,0,2364,1910,1,0
3,0,2017,8,675,639,2,0
3,0,2017,27,421,404,2,0
3,0,2017,2,104,3,0,0
3,0,2017,29,270,214,3,0
3,0,2017,18,169,83,2,0
5,0,2017,2,594,371,1,0
5,0,2017,10,113,113,0,1
4,0,2017,11,136,136,0,1
4,0,2017,22,6881,5183,0,0
4,0,2017,22,721,528,2,0
4,0,2017,8,96,96,1,1
4,0,2017,35,839,760,3,0
4,0,2017,28,185,149,1,0
4,0,2017,10,451,288,1,0
4,0,2017,31,1520,1203,0,0
4,0,2017,43,1055,749,3,0
4,0,2017,43,603,572,2,0
4,0,2017,77,554,251,3,0
4,0,2017,60,863,432,1,0
4,0,2017,60,496,366,3,0
4,0,2017,19,4501,3773,0,0
4,0,2017,19,663,585,2,0
4,0,2017,83,8095,6761,0,0
4,0,2017,69,635,635,2,0
4,0,2017,49,5759,4703,0,0
4,0,2017,49,4,4,1,1
4,0,2017,50,577,577,2,0
6,0,2017,9,2148,1581,1,0
6,0,2017,2,2,2,2,1
8,0,2017,20,1052,875,2,0
8,0,2017,64,6692,5200,0,0
8,0,2017,0,163,89,2,0
9,0,2017,10,641,40,0,0
9,0,2017,33,999,638,1,0
9,0,2017,56,2236,1872,1,0
